code,voltage
011e,1385.0551181102364
011f,1391.5354330708662
0120,1392.3385826771655
0121,1405.0
0122,1408.0551181102364
0123,1408.1338582677167
0124,1412.5669291338581
0125,1421.8346456692911
0126,1418.385826771654
0127,1427.188976377953
0128,1435.55905511811
0129,1439.5669291338581
012a,1443.92125984252
012b,1448.6062992125985
012c,1456.992125984252
012d,1460.346456692913
012e,1465.3228346456694
012f,1469.511811023622
0130,1477.3070866141732
0131,1480.2283464566926
0132,1482.244094488189
0133,1488.2519685039367
0134,1493.6299212598421
0135,1494.1259842519685
0136,1499.9527559055116
0137,1504.9212598425195
0138,1509.9527559055116
0139,1525.7401574803148
013a,1523.2992125984247
013b,1525.7086614173227
013c,1530.9448818897636
013d,1540.6062992125983
013e,1538.9370078740158
013f,1549.724409448819
0140,1552.3385826771653
0141,1557.307086614173
0142,1568.7637795275587
0143,1571.850393700787
0144,1572.8897637795274
0145,1573.7322834645665
0146,1585.1417322834643
0147,1586.031496062992
0148,1586.4015748031493
0149,1597.7322834645668
014a,1598.6377952755902
014b,1608.0078740157478
014c,1614.070866141732
014d,1620.3937007874015
014e,1626.1417322834645
014f,1624.3543307086609
0150,1635.8976377952754
0151,1647.4094488188975
0152,1640.9842519685037
0153,1650.346456692913
0154,1658.0551181102358
0155,1666.826771653543
0156,1662.9685039370072
0157,1657.5905511811022
0158,1678.4960629921256
0159,1682.2283464566924
015a,1684.385826771653
015b,1693.8188976377949
015c,1694.9606299212594
015d,1698.149606299212
015e,1702.842519685039
015f,1712.4251968503934
0160,1715.2992125984244
0161,1717.4960629921254
0162,1724.5196850393693
0163,1733.0393700787395
0164,1734.0157480314956
0165,1736.5118110236217
0166,1746.9055118110232
0167,1750.889763779527
0168,1755.889763779527
0169,1756.6614173228338
016a,1759.7795275590547
016b,1767.5433070866134
016c,1765.3385826771646
016d,1777.0472440944877
016e,1780.9606299212594
016f,1794.2440944881887
0170,1792.1732283464562
0171,1797.6456692913384
0172,1801.850393700787
0173,1814.5433070866138
0174,1813.8346456692907
0175,1817.67716535433
0176,1820.11811023622
0177,1831.0944881889761
0178,1835.070866141732
0179,1838.8346456692907
017a,1838.0314960629917
017b,1853.6220472440943
017c,1852.2755905511808
017d,1863.4724409448818
017e,1865.5511811023619
017f,1868.1259842519682
0180,1876.0866141732283
0181,1874.7480314960628
0182,1892.6535433070865
0183,1891.0393700787404
0184,1889.2992125984251
0185,1903.8188976377949
0186,1909.763779527559
0187,1915.07874015748
0188,1914.5905511811022
0189,1917.2283464566926
018a,1923.1732283464567
018b,1930.259842519685
018c,1937.4094488188975
018d,1941.1811023622047
018e,1940.1338582677163
018f,1953.2125984251968
0190,1956.4645669291335
0191,1956.047244094488
0192,1959.3937007874015
0193,1961.0472440944884
0194,1975.724409448819
0195,1984.5511811023623
0196,1983.220472440945
0197,1992.7165354330712
0198,1996.6299212598428
0199,2001.244094488189
019a,2002.779527559055
019b,2014.4330708661419
019c,2016.07874015748
019d,2018.8346456692916
019e,2027.724409448819
019f,2028.6614173228345
01a0,2035.4488188976377
01a1,2039.7007874015749
01a2,2041.543307086614
01a3,2045.5196850393702
01a4,2053.015748031496
01a5,2062.228346456693
01a6,2067.7401574803152
01a7,2067.1968503937005
01a8,2074.472440944882
01a9,2074.251968503937
01aa,2091.96062992126
01ab,2091.952755905512
01ac,2085.984251968504
01ad,2095.1259842519685
01ae,2102.165354330709
01af,2110.5275590551178
01b0,2113.283464566929
01b1,2122.9212598425192
01b2,2124.0551181102364
01b3,2138.8110236220477
01b4,2128.212598425197
01b5,2144.732283464567
01b6,2148.968503937008
01b7,2147.1338582677167
01b8,2155.2755905511813
01b9,2162.6692913385828
01ba,2165.393700787402
01bb,2169.9370078740158
01bc,2173.2913385826773
01bd,2182.661417322835
01be,2181.763779527559
01bf,2192.2913385826773
01c0,2191.937007874016
01c1,2207.645669291339
01c2,2205.598425196851
01c3,2215.8110236220477
01c4,2217.637795275591
01c5,2221.4724409448827
01c6,2231.196850393701
01c7,2235.354330708662
01c8,2240.3307086614177
01c9,2244.118110236221
01ca,2245.3385826771655
01cb,2249.9842519685044
01cc,2254.44094488189
01cd,2265.559055118111
01ce,2270.456692913386
01cf,2271.188976377953
01d0,2282.692913385828
01d1,2286.7637795275596
01d2,2281.4173228346463
01d3,2293.5826771653547
01d4,2300.92125984252
01d5,2296.2598425196857
01d6,2308.370078740158
01d7,2307.4251968503945
01d8,2320.36220472441
01d9,2317.2440944881896
01da,2329.181102362205
01db,2334.5118110236226
01dc,2336.9685039370083
01dd,2347.92125984252
01de,2343.992125984252
01df,2353.8503937007877
01e0,2350.84251968504
01e1,2363.826771653544
01e2,2376.6614173228354
01e3,2369.9370078740167
01e4,2377.1889763779536
01e5,2385.874015748032
01e6,2390.4645669291344
01e7,2395.2204724409453
01e8,2395.6692913385837
01e9,2392.2834645669295
01ea,2409.062992125985
01eb,2412.3543307086616
01ec,2420.40157480315
01ed,2417.2440944881896
01ee,2423.496062992127
01ef,2432.645669291339
01f0,2439.5433070866147
01f1,2446.370078740158
01f2,2445.551181102363
01f3,2453.039370078741
01f4,2464.078740157481
01f5,2461.7086614173236
01f6,2466.1653543307098
01f7,2471.7165354330714
01f8,2474.889763779528
01f9,2481.228346456694
01fa,2482.4803149606305
01fb,2490.771653543308
01fc,2501.7401574803157
01fd,2502.787401574804
01fe,2509.3149606299216
01ff,2504.2755905511817
0200,2512.44094488189
0201,2519.2834645669295
0202,2524.5826771653547
0203,2529.5433070866147
0204,2536.7952755905517
0205,2546.8110236220477
0206,2543.377952755906
0207,2551.8031496062995
0208,2553.944881889764
0209,2558.5511811023625
020a,2567.582677165354
020b,2566.692913385827
020c,2572.661417322835
020d,2573.8582677165355
020e,2583.8110236220477
020f,2591.464566929134
0210,2590.511811023622
0211,2599.913385826772
0212,2605.1102362204724
0213,2614.330708661417
0214,2610.448818897638
0215,2617.181102362205
0216,2625.0236220472443
0217,2633.3779527559054
0218,2628.015748031496
0219,2636.488188976378
021a,2639.527559055118
021b,2649.102362204724
021c,2659.44094488189
021d,2662.6456692913384
021e,2668.0393700787404
021f,2668.165354330709
0220,2677.9212598425192
0221,2679.826771653544
0222,2685.0866141732286
0223,2693.826771653544
0224,2695.196850393701
0225,2694.4724409448822
0226,2699.0787401574808
0227,2708.44094488189
0228,2720.157480314961
0229,2721.8346456692916
022a,2726.7952755905517
022b,2721.905511811024
022c,2734.1417322834645
022d,2744.3385826771655
022e,2746.8110236220477
022f,2747.700787401575
0230,2757.3228346456694
0231,2765.2992125984256
0232,2762.7716535433074
0233,2773.5669291338586
0234,2780.181102362205
0235,2785.929133858268
0236,2781.685039370079
0237,2792.4409448818906
0238,2794.070866141733
0239,2803.0157480314965
023a,2810.7480314960635
023b,2816.4881889763788
023c,2818.3228346456694
023d,2825.141732283465
023e,2822.0551181102364
023f,2831.8425196850403
0240,2839.338582677166
0241,2846.251968503938
0242,2844.984251968505
0243,2852.8661417322846
0244,2861.141732283465
0245,2860.5748031496073
0246,2865.2440944881896
0247,2875.8661417322837
0248,2878.76377952756
0249,2879.0866141732286
024a,2892.9606299212605
024b,2890.8267716535443
024c,2899.84251968504
024d,2902.086614173229
024e,2910.464566929134
024f,2916.795275590552
0250,2917.3070866141734
0251,2923.771653543308
0252,2926.9370078740158
0253,2928.685039370079
0254,2935.795275590551
0255,2939.992125984252
0256,2947.511811023622
0257,2951.763779527559
0258,2957.905511811023
0259,2958.141732283465
025a,2966.1102362204724
025b,2971.3307086614172
025c,2977.299212598425
025d,2978.377952755905
025e,2981.6456692913384
025f,2988.9133858267714
0260,2987.9685039370074
0261,2994.6141732283463
0262,3005.1023622047237
0263,3010.9055118110227
0264,3014.448818897637
0265,3019.1889763779523
0266,3029.267716535432
0267,3026.6535433070862
0268,3035.409448818897
0269,3034.763779527558
026a,3046.622047244094
026b,3047.4173228346453
026c,3055.8031496062986
026d,3055.6692913385814
026e,3066.472440944881
026f,3070.094488188976
0270,3081.9448818897627
0271,3079.5590551181094
0272,3081.007874015747
0273,3091.0236220472434
0274,3089.330708661417
0275,3100.913385826771
0276,3103.9921259842513
0277,3109.070866141731
0278,3114.5511811023616
0279,3118.7244094488183
027a,3128.1968503937
027b,3131.75590551181
027c,3136.7795275590547
027d,3134.6220472440937
027e,3146.4803149606296
027f,3147.937007874015
0280,3153.3543307086607
0281,3157.496062992125
0282,3172.0629921259833
0283,3174.826771653543
0284,3174.267716535432
0285,3180.3779527559045
0286,3178.6850393700784
0287,3186.590551181102
0288,3189.0078740157473
0289,3192.8818897637793
028a,3205.110236220472
028b,3197.2992125984247
028c,3213.2440944881887
028d,3213.362204724409
028e,3222.2598425196843
028f,3220.881889763779
0290,3225.086614173228
0291,3235.9212598425192
0292,3235.9527559055114
0293,3246.889763779527
0294,3247.141732283464
0295,3260.606299212598
0296,3258.228346456692
0297,3258.732283464566
0298,3268.661417322834
0299,3270.8740157480306
029a,3277.0708661417316
029b,3278.448818897637
029c,3289.960629921259
029d,3292.15748031496
029e,3301.4488188976375
029f,3306.228346456692
02a0,3309.543307086614
02a1,3316.2677165354326
02a2,3313.2047244094483
02a3,3322.1968503937005
02a4,3331.433070866141
02a5,3335.1102362204715
02a6,3335.748031496062
02a7,3339.960629921259
02a8,3357.818897637795
02a9,3352.0236220472434
02aa,3363.7952755905503
02ab,3366.913385826772
02ac,3370.67716535433
02ad,3374.763779527558
02ae,3380.1811023622045
02af,3385.464566929133
02b0,3391.5748031496055
02b1,3396.905511811023
02b2,3401.2440944881887
02b3,3402.354330708661
02b4,3412.7244094488183
02b5,3413.007874015747
02b6,3416.9527559055114
02b7,3433.291338582677
02b8,3430.1889763779523
02b9,3439.212598425196
02ba,3428.984251968503
02bb,3447.0393700787395
02bc,3449.141732283463
02bd,3457.87401574803
02be,3462.897637795275
02bf,3473.8661417322824
02c0,3472.7086614173218
02c1,3476.7165354330696
02c2,3478.590551181102
02c3,3487.779527559054
02c4,3491.3937007874006
02c5,3497.921259842518
02c6,3501.8818897637784
02c7,3499.5511811023607
02c8,3511.1023622047232
02c9,3513.2047244094474
02ca,3522.6220472440937
02cb,3525.125984251967
02cc,3533.1732283464557
02cd,3530.1968503937
02ce,3547.267716535432
02cf,3548.0472440944873
02d0,3550.3700787401563
02d1,3554.8582677165346
02d2,3561.3464566929124
02d3,3572.960629921259
02d4,3568.125984251968
02d5,3571.1102362204715
02d6,3574.535433070865
02d7,3577.3937007874006
02d8,3583.614173228346
02d9,3595.0157480314956
02da,3602.5669291338572
02db,3601.779527559054
02dc,3613.1574803149597
02dd,3620.15748031496
02de,3620.661417322834
02df,3627.0393700787395
02e0,3634.748031496062
02e1,3636.212598425196
02e2,3641.3307086614163
02e3,3648.1811023622035
02e4,3649.362204724409
02e5,3653.299212598424
02e6,3662.1181102362193
02e7,3668.8740157480306
02e8,3670.6299212598415
02e9,3674.0472440944873
02ea,3682.5669291338572
02eb,3688.055118110235
02ec,3689.629921259842
02ed,3689.212598425196
02ee,3694.0393700787395
02ef,3701.1968503937
02f0,3707.826771653543
02f1,3713.4803149606296
02f2,3711.8031496062986
02f3,3716.228346456692
02f4,3728.4094488188966
02f5,3733.362204724409
02f6,3735.771653543307
02f7,3753.007874015747
02f8,3749.5748031496055
02f9,3754.2519685039365
02fa,3763.5748031496064
02fb,3759.8897637795276
02fc,3773.2519685039365
02fd,3780.8740157480315
02fe,3777.622047244094
02ff,3784.8818897637793
0300,3790.9448818897636
0301,3795.3543307086616
0302,3798.2598425196848
0303,3803.047244094488
0304,3805.291338582677
0305,3813.023622047244
0306,3815.6377952755897
0307,3819.582677165354
0308,3829.283464566929
0309,3838.086614173228
030a,3841.8740157480315
030b,3845.4803149606296
030c,3845.377952755906
030d,3852.6456692913384
030e,3861.2440944881887
030f,3872.2598425196857
0310,3872.818897637795
0311,3878.763779527559
0312,3883.015748031496
0313,3882.1968503937005
0314,3889.236220472441
0315,3903.0393700787395
0316,3900.51968503937
0317,3908.141732283465
0318,3912.0393700787404
0319,3916.3858267716532
031a,3926.370078740157
031b,3921.3858267716532
031c,3932.7559055118113
031d,3937.913385826772
031e,3940.236220472442
031f,3946.5039370078744
0320,3949.590551181102
0321,3956.0629921259842
0322,3966.8110236220473
0323,3967.2598425196848
0324,3979.622047244094
0325,3974.9685039370083
0326,3978.1023622047246
0327,3992.6614173228345
0328,3986.84251968504
0329,3998.2598425196857
032a,4004.889763779527
032b,4005.606299212599
032c,4001.905511811024
032d,4014.5748031496064
032e,4021.4094488188975
032f,4022.157480314961
0330,4028.850393700787
0331,4041.700787401575
0332,4042.6614173228345
0333,4044.5433070866147
0334,4055.1259842519685
0335,4056.307086614174
0336,4058.023622047244
0337,4072.9527559055114
0338,4073.976377952756
0339,4075.692913385826
033a,4085.543307086614
033b,4080.748031496063
033c,4090.763779527559
033d,4104.834645669292
033e,4100.937007874015
033f,4104.8425196850385
0340,4110.0866141732295
0341,4121.094488188976
0342,4120.204724409448
0343,4129.968503937008
0344,4135.858267716536
0345,4137.582677165354
0346,4141.2677165354335
0347,4147.086614173229
0348,4155.370078740158
0349,4157.6614173228345
034a,4152.889763779528
034b,4168.031496062992
034c,4167.31496062992
034d,4175.826771653544
034e,4181.779527559054
034f,4188.299212598426
0350,4194.370078740158
0351,4193.377952755905
0352,4194.716535433071
0353,4206.244094488188
0354,4215.307086614173
0355,4210.464566929133
0356,4222.070866141732
0357,4220.685039370079
0358,4231.48031496063
0359,4234.417322834645
035a,4239.133858267717
035b,4242.511811023622
035c,4252.51968503937
035d,4250.44094488189
035e,4259.307086614173
035f,4266.07874015748
0360,4264.196850393701
0361,4272.795275590552
0362,4277.425196850394
0363,4288.937007874017
0364,4288.992125984252
0365,4300.488188976378
0366,4294.055118110236
0367,4303.543307086615
0368,4313.795275590552
0369,4315.535433070867
036a,4326.370078740158
036b,4330.133858267717
036c,4335.629921259842
036d,4334.818897637796
036e,4344.165354330709
036f,4351.2283464566935
0370,4353.661417322835
0371,4357.590551181103
0372,4361.102362204724
0373,4371.7716535433065
0374,4368.700787401574
0375,4380.212598425198
0376,4381.291338582678
0377,4388.291338582678
0378,4392.598425196852
0379,4399.68503937008
037a,4405.0
037b,4410.36220472441
037c,4408.118110236221
037d,4423.488188976378
037e,4422.314960629922
037f,4424.480314960631
0380,4432.976377952756
0381,4434.2283464566935
0382,4443.92125984252
0383,4449.181102362206
0384,4450.653543307087
0385,4456.00787401575
0386,4464.984251968504
0387,4458.960629921261
0388,4470.330708661418
0389,4472.393700787403
038a,4483.181102362206
038b,4487.377952755906
038c,4488.8031496063
038d,4493.417322834646
038e,4499.740157480316
038f,4505.921259842521
0390,4513.181102362205
0391,4512.20472440945
0392,4517.401574803152
0393,4526.425196850395
0394,4528.566929133859
0395,4531.818897637796
0396,4537.6929133858275
0397,4545.110236220473
0398,4548.503937007875
0399,4552.314960629922
039a,4558.984251968505
039b,4559.236220472441
039c,4561.88188976378
039d,4576.826771653544
039e,4579.267716535434
039f,4583.976377952757
03a0,4586.6062992126
03a1,4593.527559055118
03a2,4603.527559055119
03a3,4600.196850393702
03a4,4609.385826771654
03a5,4619.56692913386
03a6,4621.212598425198
03a7,4621.787401574804
03a8,4629.708661417324
03a9,4633.417322834646
03aa,4639.551181102363
03ab,4648.055118110236
03ac,4644.6220472440955
03ad,4647.181102362205
03ae,4653.1574803149615
03af,4667.84251968504
03b0,4672.811023622048
03b1,4670.039370078741
03b2,4673.480314960631
03b3,4682.0
03b4,4691.36220472441
03b5,4689.110236220473
03b6,4693.629921259842
03b7,4700.732283464567
03b8,4705.708661417325
03b9,4717.015748031497
03ba,4713.779527559055
03bb,4729.346456692914
03bc,4729.496062992127
03bd,4730.110236220473
03be,4739.952755905512
03bf,4748.2283464566935
03c0,4747.314960629922
03c1,4751.196850393702
03c2,4756.748031496064
03c3,4761.511811023623
03c4,4771.4803149606305
03c5,4770.047244094488
03c6,4775.708661417324
03c7,4778.125984251969
03c8,4791.275590551182
03c9,4791.070866141732
03ca,4792.141732283466
03cb,4809.677165354332
03cc,4806.952755905512
03cd,4822.952755905512
03ce,4819.574803149606
03cf,4830.173228346456
03d0,4832.196850393701
03d1,4833.677165354332
03d2,4839.377952755905
03d3,4846.102362204725
03d4,4852.708661417323
03d5,4854.055118110236
03d6,4863.007874015749
03d7,4863.590551181103
03d8,4871.842519685039
03d9,4872.834645669292
03da,4874.850393700788
03db,4873.566929133859
03dc,4889.377952755906
03dd,4893.102362204724
03de,4899.204724409449
03df,4904.488188976378
03e0,4910.818897637796
03e1,4910.188976377953
03e2,4915.275590551181
03e3,4924.866141732283
03e4,4921.818897637795
03e5,4931.858267716534
03e6,4926.952755905511
03e7,4934.692913385826
03e8,4939.007874015748
03e9,4939.322834645669
03ea,4946.259842519684
03eb,4952.763779527558
03ec,4945.779527559054
03ed,4953.700787401574
03ee,4956.944881889762
03ef,4949.881889763778
03f0,4953.976377952755
03f1,4961.637795275589
03f2,4947.007874015746
03f3,4953.614173228344
03f4,4955.440944881889
03f5,4961.015748031495
03f6,4958.6299212598415
03f7,4960.622047244095
03f8,4958.220472440943
03f9,4960.3070866141725
03fa,4962.79527559055
03fb,4960.976377952756
03fc,4962.692913385827
03fd,4965.3779527559045
03fe,4961.71653543307
03ff,4962.748031496062
